geoplugin_request,geoplugin_status,geoplugin_delay,geoplugin_credit,geoplugin_city,geoplugin_region,geoplugin_regionCode,geoplugin_regionName,geoplugin_areaCode,geoplugin_dmaCode,geoplugin_countryCode,geoplugin_countryName,geoplugin_inEU,geoplugin_euVATrate,geoplugin_continentCode,geoplugin_continentName,geoplugin_latitude,geoplugin_longitude,geoplugin_locationAccuracyRadius,geoplugin_timezone,geoplugin_currencyCode,geoplugin_currencySymbol,geoplugin_currencySymbol_UTF8,geoplugin_currencyConverter
70.114.115.55,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.331,-98.4966,5,America/Chicago,USD,$,$,0.0
70.114.137.246,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Round Rock,Texas,TX,Texas,,635,US,United States,0,False,NA,North America,30.5154,-97.6689,1,America/Chicago,USD,$,$,0.0
70.114.139.150,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Round Rock,Texas,TX,Texas,,635,US,United States,0,False,NA,North America,30.5154,-97.6689,1,America/Chicago,USD,$,$,0.0
70.114.2.244,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",New Braunfels,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.7229,-98.0742,10,America/Chicago,USD,$,$,0.0
70.114.21.86,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",New Braunfels,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.7229,-98.0742,10,America/Chicago,USD,$,$,0.0
70.114.239.51,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Austin,Texas,TX,Texas,,635,US,United States,0,False,NA,North America,30.2133,-97.8533,5,America/Chicago,USD,$,$,0.0
70.114.28.44,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",New Braunfels,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.7229,-98.0742,10,America/Chicago,USD,$,$,0.0
70.114.29.134,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",New Braunfels,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.7229,-98.0742,10,America/Chicago,USD,$,$,0.0
70.114.3.78,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",New Braunfels,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.7229,-98.0742,10,America/Chicago,USD,$,$,0.0
70.114.36.54,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.3582,-98.429,5,America/Chicago,USD,$,$,0.0
70.114.38.157,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.3582,-98.429,5,America/Chicago,USD,$,$,0.0
70.114.45.119,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.3582,-98.429,5,America/Chicago,USD,$,$,0.0
70.114.56.233,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.3959,-98.4761,5,America/Chicago,USD,$,$,0.0
70.114.7.210,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",New Braunfels,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.7229,-98.0742,10,America/Chicago,USD,$,$,0.0
70.114.9.241,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",New Braunfels,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.7229,-98.0742,10,America/Chicago,USD,$,$,0.0
70.115.114.110,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.522,-98.5974,100,America/Chicago,USD,$,$,0.0
70.115.158.21,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Austin,Texas,TX,Texas,,635,US,United States,0,False,NA,North America,30.3773,-97.71,5,America/Chicago,USD,$,$,0.0
70.115.238.206,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7836,-96.8674,5,America/Chicago,USD,$,$,0.0
70.115.90.106,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Irving,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.926,-96.9666,5,America/Chicago,USD,$,$,0.0
70.116.81.203,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5584,-98.7435,500,America/Chicago,USD,$,$,0.0
70.117.13.151,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4187,-98.6882,5,America/Chicago,USD,$,$,0.0
70.117.148.31,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Converse,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5211,-98.3293,5,America/Chicago,USD,$,$,0.0
70.117.16.40,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4551,-98.6498,5,America/Chicago,USD,$,$,0.0
70.117.19.13,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4551,-98.6498,5,America/Chicago,USD,$,$,0.0
70.117.2.210,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4187,-98.6882,5,America/Chicago,USD,$,$,0.0
70.117.28.76,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.451,-98.6169,10,America/Chicago,USD,$,$,0.0
70.117.29.41,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.451,-98.6169,10,America/Chicago,USD,$,$,0.0
70.117.3.179,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4187,-98.6882,5,America/Chicago,USD,$,$,0.0
70.117.3.180,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4187,-98.6882,5,America/Chicago,USD,$,$,0.0
70.117.30.148,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Lancaster,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.5898,-96.775,1,America/Chicago,USD,$,$,0.0
70.117.31.136,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",El Paso,Texas,TX,Texas,,765,US,United States,0,False,NA,North America,31.7432,-106.3671,5,America/Denver,USD,$,$,0.0
70.117.31.37,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",El Paso,Texas,TX,Texas,,765,US,United States,0,False,NA,North America,31.7432,-106.3671,5,America/Denver,USD,$,$,0.0
70.117.5.148,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4187,-98.6882,5,America/Chicago,USD,$,$,0.0
70.117.59.30,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.6584,-98.4987,100,America/Chicago,USD,$,$,0.0
70.117.71.59,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.7026,-98.4759,200,America/Chicago,USD,$,$,0.0
70.117.8.118,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4187,-98.6882,5,America/Chicago,USD,$,$,0.0
70.117.8.141,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4187,-98.6882,5,America/Chicago,USD,$,$,0.0
70.117.9.243,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4187,-98.6882,5,America/Chicago,USD,$,$,0.0
70.117.9.9,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4187,-98.6882,5,America/Chicago,USD,$,$,0.0
70.118.168.239,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4873,-98.4532,500,America/Chicago,USD,$,$,0.0
70.118.34.50,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Marble Falls,Texas,TX,Texas,,635,US,United States,0,False,NA,North America,30.5782,-98.2794,100,America/Chicago,USD,$,$,0.0
70.118.48.163,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.522,-98.5305,200,America/Chicago,USD,$,$,0.0
70.118.58.130,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4247,-98.4621,1000,America/Chicago,USD,$,$,0.0
70.118.67.138,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Irving,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.926,-96.9666,50,America/Chicago,USD,$,$,0.0
70.118.8.243,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4873,-98.4532,200,America/Chicago,USD,$,$,0.0
70.118.9.107,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Balcones Heights,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.522,-98.5305,200,America/Chicago,USD,$,$,0.0
70.118.90.46,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4213,-98.5313,100,America/Chicago,USD,$,$,0.0
70.119.130.42,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Carrollton,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,33.0036,-96.8834,5,America/Chicago,USD,$,$,0.0
70.120.1.49,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5882,-98.5183,5,America/Chicago,USD,$,$,0.0
70.120.15.165,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5882,-98.5183,5,America/Chicago,USD,$,$,0.0
70.120.16.42,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5714,-98.5414,5,America/Chicago,USD,$,$,0.0
70.120.16.59,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5714,-98.5414,5,America/Chicago,USD,$,$,0.0
70.120.17.11,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5714,-98.5414,5,America/Chicago,USD,$,$,0.0
70.120.17.16,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5714,-98.5414,5,America/Chicago,USD,$,$,0.0
70.120.213.195,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Uvalde,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.2152,-99.7928,1,America/Chicago,USD,$,$,0.0
70.120.22.185,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5714,-98.5414,5,America/Chicago,USD,$,$,0.0
70.120.230.205,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",El Paso,Texas,TX,Texas,,765,US,United States,0,False,NA,North America,31.7775,-106.4903,5,America/Denver,USD,$,$,0.0
70.120.24.167,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5714,-98.5414,5,America/Chicago,USD,$,$,0.0
70.120.247.228,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",McAllen,Texas,TX,Texas,,636,US,United States,0,False,NA,North America,26.2516,-98.2271,10,America/Chicago,USD,$,$,0.0
70.120.27.3,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5714,-98.5414,5,America/Chicago,USD,$,$,0.0
70.120.28.245,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5714,-98.5414,5,America/Chicago,USD,$,$,0.0
70.120.28.81,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5714,-98.5414,5,America/Chicago,USD,$,$,0.0
70.120.3.242,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5882,-98.5183,5,America/Chicago,USD,$,$,0.0
70.120.3.91,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5882,-98.5183,5,America/Chicago,USD,$,$,0.0
70.120.31.121,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5714,-98.5414,5,America/Chicago,USD,$,$,0.0
70.120.39.192,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4553,-98.5677,5,America/Chicago,USD,$,$,0.0
70.120.40.174,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4614,-98.7468,5,America/Chicago,USD,$,$,0.0
70.120.43.13,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4614,-98.7468,5,America/Chicago,USD,$,$,0.0
70.120.46.111,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5443,-98.5499,5,America/Chicago,USD,$,$,0.0
70.120.49.220,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4187,-98.6882,5,America/Chicago,USD,$,$,0.0
70.120.5.227,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5882,-98.5183,5,America/Chicago,USD,$,$,0.0
70.120.52.142,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Boerne,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.8931,-98.6857,10,America/Chicago,USD,$,$,0.0
70.120.57.140,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.521,-98.362,5,America/Chicago,USD,$,$,0.0
70.120.59.12,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.521,-98.362,5,America/Chicago,USD,$,$,0.0
70.120.6.177,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5882,-98.5183,5,America/Chicago,USD,$,$,0.0
70.120.6.34,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5882,-98.5183,5,America/Chicago,USD,$,$,0.0
70.120.73.0,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5584,-98.7435,10,America/Chicago,USD,$,$,0.0
70.120.73.115,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5584,-98.7435,10,America/Chicago,USD,$,$,0.0
70.120.73.254,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5584,-98.7435,10,America/Chicago,USD,$,$,0.0
70.120.75.219,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5584,-98.7435,10,America/Chicago,USD,$,$,0.0
70.120.8.59,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5882,-98.5183,5,America/Chicago,USD,$,$,0.0
70.120.80.21,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.6584,-98.4987,5,America/Chicago,USD,$,$,0.0
70.120.83.9,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.6584,-98.4987,5,America/Chicago,USD,$,$,0.0
70.120.9.170,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5882,-98.5183,5,America/Chicago,USD,$,$,0.0
70.120.93.125,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.6584,-98.4987,5,America/Chicago,USD,$,$,0.0
70.121.129.79,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.521,-98.362,5,America/Chicago,USD,$,$,0.0
70.121.136.2,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.521,-98.362,5,America/Chicago,USD,$,$,0.0
70.121.136.246,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.521,-98.362,5,America/Chicago,USD,$,$,0.0
70.121.153.24,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.521,-98.362,5,America/Chicago,USD,$,$,0.0
70.121.160.151,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5826,-98.4091,5,America/Chicago,USD,$,$,0.0
70.121.162.64,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5826,-98.4091,5,America/Chicago,USD,$,$,0.0
70.121.163.5,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5826,-98.4091,5,America/Chicago,USD,$,$,0.0
70.121.171.184,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5826,-98.4091,5,America/Chicago,USD,$,$,0.0
70.121.171.212,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5826,-98.4091,5,America/Chicago,USD,$,$,0.0
70.121.173.47,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5826,-98.4091,5,America/Chicago,USD,$,$,0.0
70.121.180.146,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5826,-98.4091,5,America/Chicago,USD,$,$,0.0
70.121.181.181,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5826,-98.4091,5,America/Chicago,USD,$,$,0.0
70.121.182.158,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5826,-98.4091,5,America/Chicago,USD,$,$,0.0
70.121.182.222,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5826,-98.4091,5,America/Chicago,USD,$,$,0.0
70.121.183.95,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.5826,-98.4091,5,America/Chicago,USD,$,$,0.0
